Year,Region,Species,Latitude,Latitude_std_err,Longitude,Longitude_std_err,Depth,Depth_std_err
1984,Gulf of Mexico,Micropogonias undulatus,28.4753827351981,0.201772703672979,-93.8004481352171,0.699725998014094,47.5583388453098,3.14146616503611
1985,Gulf of Mexico,Micropogonias undulatus,28.6718048945978,0.169492886552136,-92.9634792606738,0.544047327825191,49.9100052763613,3.90026321201687
1986,Gulf of Mexico,Micropogonias undulatus,28.4565792935506,0.16626228708069,-94.6388544714204,0.551962918121503,48.6977079517919,3.57797863801643
1987,Gulf of Mexico,Micropogonias undulatus,28.65316062818,0.121141420122193,-94.3996039308111,0.51053746466878,45.5895519721267,3.42876349456097
1988,Gulf of Mexico,Micropogonias undulatus,29.0844256676421,0.11719820707186,-93.5264788612911,0.410826476197544,31.818794808715,2.6700618424897
1989,Gulf of Mexico,Micropogonias undulatus,29.0653070845939,0.157981251585685,-94.0348450660983,0.390681172359484,31.3637104822874,3.16706818861531
1990,Gulf of Mexico,Micropogonias undulatus,28.6628446517841,0.14155633545779,-94.202326880263,0.509349598641425,43.9936643986308,3.45753640959115
1991,Gulf of Mexico,Micropogonias undulatus,28.6093596628252,0.227726302148698,-94.6009125222434,0.466478158364792,36.0360072507118,3.01782227898989
1992,Gulf of Mexico,Micropogonias undulatus,28.4676155027081,0.197325011702489,-95.0613533749689,0.406808150158399,42.5344247806051,3.31708367242207
1993,Gulf of Mexico,Micropogonias undulatus,28.7876164403833,0.175766886875474,-93.5452228250643,0.544486598187653,37.0018758617784,2.96601878248119
1994,Gulf of Mexico,Micropogonias undulatus,28.6908488739062,0.192585532091183,-93.4572936794133,0.817215901847809,47.1513733228891,3.14746091604148
1995,Gulf of Mexico,Micropogonias undulatus,28.4748759273679,0.19841866966118,-94.7442877449618,0.486097740763781,43.3898477197119,3.41376559979825
1996,Gulf of Mexico,Micropogonias undulatus,28.8006118003999,0.106022681099726,-93.4713098744951,0.496790256996585,42.6568862500992,3.56915555919735
1997,Gulf of Mexico,Micropogonias undulatus,28.3029540857354,0.15304888388411,-95.1217945974182,0.52255886679036,48.6381811107312,3.05664344708979
1998,Gulf of Mexico,Micropogonias undulatus,28.864946755361,0.143222477814818,-94.3959441463565,0.393949977110111,37.5521053361459,3.61120017274157
1999,Gulf of Mexico,Micropogonias undulatus,28.7925721842842,0.130134176208058,-93.6754353501489,0.531587486244755,38.2248131551035,2.83333368404049
2000,Gulf of Mexico,Micropogonias undulatus,28.905600261758,0.127791430857489,-93.2630279561113,0.635101628794654,43.851339902796,3.75075657763587
2001,Gulf of Mexico,Micropogonias undulatus,28.5072521396085,0.227896220721843,-93.9151430906518,0.674008517598905,39.9858467580299,3.0133041358929
2002,Gulf of Mexico,Micropogonias undulatus,28.7938891916027,0.175704854791259,-94.4735646723363,0.408172226584409,37.4957416310814,3.63593038913226
2003,Gulf of Mexico,Micropogonias undulatus,28.2109174708455,0.242003154388549,-94.761946694046,0.77817388681731,40.3503312617753,3.02167696593041
2004,Gulf of Mexico,Micropogonias undulatus,28.7509292776667,0.179066443013738,-93.5402879719351,0.678433067864426,44.6011344020227,3.74339231091821
2005,Gulf of Mexico,Micropogonias undulatus,28.6717185068987,0.210022534174517,-92.9808543916891,0.62196911227767,43.5559472766613,3.55218747581454
2006,Gulf of Mexico,Micropogonias undulatus,28.7684344455572,0.131494356777638,-93.5850388277952,0.593467553944777,40.1186888843066,3.09127383469374
2007,Gulf of Mexico,Micropogonias undulatus,28.9908288259503,0.132571596491043,-92.42057254194,0.637969838657227,42.4733610805353,3.34359309029984
2008,Gulf of Mexico,Micropogonias undulatus,28.8980551145995,0.118786931643719,-91.9102421075723,0.533973265208001,47.6309615943431,3.45720162849602
2009,Gulf of Mexico,Micropogonias undulatus,29.0395476347779,0.112862879915527,-92.2632862985634,0.630120971245014,43.4952672219943,3.48797574328846
2010,Gulf of Mexico,Micropogonias undulatus,28.8188050668787,0.146124833476938,-92.8755358590398,0.589359188145176,46.2461553136832,3.45637676674962
2011,Gulf of Mexico,Micropogonias undulatus,28.9078202235781,0.144379352228568,-92.4491016355703,0.647926462742581,46.8650871815688,3.59270856805357
2012,Gulf of Mexico,Micropogonias undulatus,28.9453645427139,0.153829097302266,-92.8629120626095,0.707130776092416,46.8911558656743,3.92734739540469
2013,Gulf of Mexico,Micropogonias undulatus,28.8324291163422,0.0969857464047073,-92.6487123461726,0.48185507128281,44.6586123899346,3.64059201188257
