Year,Region,Species,Latitude,Latitude_std_err,Longitude,Longitude_std_err,Depth,Depth_std_err
1984,Gulf of Mexico,Peaeus setiferus,28.0332729863363,0.31852233731396,-95.3395685899021,0.767834048514918,46.1703975813295,4.65586961897659
1985,Gulf of Mexico,Peaeus setiferus,28.3679279700014,0.363935965879471,-94.7925122309709,0.849450514800871,38.9114895651436,4.64763304414328
1986,Gulf of Mexico,Peaeus setiferus,28.552718704779,0.253077605005878,-94.0680834780627,0.969985606854578,46.8077454409228,4.75736051818556
1987,Gulf of Mexico,Peaeus setiferus,28.9725924184794,0.183381067897714,-93.4306611472907,0.687982857605478,37.5261659679118,4.29530140683987
1988,Gulf of Mexico,Peaeus setiferus,28.8821212677752,0.168332743444286,-93.2385536155193,0.648549945569372,39.2867959598083,3.95819231822306
1989,Gulf of Mexico,Peaeus setiferus,28.5225865426535,0.170246342943729,-94.6514041162999,0.602778552246574,43.783279963774,3.56726650192373
1990,Gulf of Mexico,Peaeus setiferus,28.2999114036399,0.147200057564847,-95.4426274009894,0.4867378094635,49.5277763369533,3.10292990733071
1991,Gulf of Mexico,Peaeus setiferus,28.6804778127006,0.231277940710468,-94.6109170010584,0.565163807443944,35.8833652361974,3.5074420962303
1992,Gulf of Mexico,Peaeus setiferus,27.8705710160945,0.280249240629768,-95.7136227597267,0.463763047571109,48.9215932644073,2.81345873112482
1993,Gulf of Mexico,Peaeus setiferus,28.3733756469689,0.195174999736525,-94.8355282963847,0.616933703403714,46.1049771173465,3.67539589914844
1994,Gulf of Mexico,Peaeus setiferus,28.7937885910343,0.161875359121807,-93.8537804382468,0.597247103775352,41.847698206703,4.1773023733606
1995,Gulf of Mexico,Peaeus setiferus,28.1007895737771,0.277047698598918,-95.2255159315275,0.668999929477065,45.9495932535015,3.74717059573933
1996,Gulf of Mexico,Peaeus setiferus,28.6696813775491,0.194365318548903,-94.0848095580438,0.694222421611181,40.9492697104682,3.84953940922971
1997,Gulf of Mexico,Peaeus setiferus,27.897328836764,0.146689424978521,-96.1148397692163,0.41951468046537,52.9652392748331,2.47334536751525
1998,Gulf of Mexico,Peaeus setiferus,28.6557161222393,0.188026699459455,-94.3800637821179,0.638931331244335,41.5190756725857,3.62341979673423
1999,Gulf of Mexico,Peaeus setiferus,28.343982506106,0.171620128970939,-95.0511930534299,0.526898263878494,47.8937897173867,3.04071426910902
2000,Gulf of Mexico,Peaeus setiferus,28.7657216514383,0.147003527937933,-94.5208707412521,0.523588870551428,44.0484259068557,3.9828634028822
2001,Gulf of Mexico,Peaeus setiferus,28.4482470535434,0.247632954288966,-93.9237757093108,0.762148498713821,42.657847611362,3.70225333279465
2002,Gulf of Mexico,Peaeus setiferus,28.163061187242,0.286333988221672,-95.5294102459526,0.479206124508122,41.864656706896,3.80797304901972
2003,Gulf of Mexico,Peaeus setiferus,28.3340008794797,0.22893430713968,-94.7946596302806,0.969024454554183,44.6123796856333,3.54061215576045
2004,Gulf of Mexico,Peaeus setiferus,28.4371209437837,0.213988070778129,-95.1414673062021,0.492609726061544,47.0969180940019,4.19084589192408
2005,Gulf of Mexico,Peaeus setiferus,28.4577363655707,0.156226106877861,-94.5553708109934,0.69276895210644,48.6070982560109,2.45737826477391
2006,Gulf of Mexico,Peaeus setiferus,28.9554326462798,0.155346921361788,-93.2309374829046,0.724629845608798,37.7544486965449,3.27733556797801
2007,Gulf of Mexico,Peaeus setiferus,28.8295125259036,0.131751821227109,-94.1258016065996,0.409249560662416,42.9453657545536,4.52176750770921
2008,Gulf of Mexico,Peaeus setiferus,29.0000228646875,0.141888229948637,-93.9735140769053,0.392402431579422,37.7257494868545,4.10197066880426
2009,Gulf of Mexico,Peaeus setiferus,28.6685078832308,0.127852797043999,-94.0269100962121,0.627885334869955,48.9129506212617,3.18952621866733
2010,Gulf of Mexico,Peaeus setiferus,28.5484594929146,0.168608890403324,-94.3294012275952,0.517104439342447,46.9713453591365,3.63518383170323
2011,Gulf of Mexico,Peaeus setiferus,28.0631460221888,0.211944672853732,-95.2624243882936,0.643625231992203,41.605158393512,2.86571812165285
2012,Gulf of Mexico,Peaeus setiferus,28.5489338436967,0.176693947725053,-94.8565754403303,0.579708841363369,47.3473703054044,4.07244284512025
2013,Gulf of Mexico,Peaeus setiferus,29.1038926452445,0.111628965397649,-93.1047424543577,0.619664921689838,33.0710376710972,3.26573844360622
