Year,Region,Species,Latitude,Latitude_std_err,Longitude,Longitude_std_err,Depth,Depth_std_err
1984,Gulf of Mexico,Peaeus aztecus,27.6808403512285,0.289521116088012,-95.3556410001567,0.580441752590508,51.4872914802216,3.73503904995558
1985,Gulf of Mexico,Peaeus aztecus,27.9592925863631,0.261356446612357,-95.2573080458954,0.57719257194304,52.7580097120509,3.45651054093001
1986,Gulf of Mexico,Peaeus aztecus,28.1958875804586,0.219239749222993,-94.2318537366254,0.735181723215474,48.5115664158173,2.73683343245066
1987,Gulf of Mexico,Peaeus aztecus,27.9338396810523,0.286188639416871,-94.708277079644,0.707930730192135,47.7682716575302,3.38318174640568
1988,Gulf of Mexico,Peaeus aztecus,28.2133613100244,0.260554646438394,-94.4386114892898,0.643973954489806,44.1462122463008,3.27659290973919
1989,Gulf of Mexico,Peaeus aztecus,28.0909395430863,0.224757345501065,-95.0405644501847,0.592566482417813,53.6253277518615,2.71559265156346
1990,Gulf of Mexico,Peaeus aztecus,27.9556547163799,0.239627347333687,-95.2598747178919,0.568485990262788,48.0770339795493,2.8399280928019
1991,Gulf of Mexico,Peaeus aztecus,27.8611350754886,0.273941399452876,-95.2364940955358,0.600626584384566,45.5303919917748,3.19036902226946
1992,Gulf of Mexico,Peaeus aztecus,28.0164501789638,0.213599623354363,-95.3229223061999,0.623009645595614,49.6946747461821,3.07765504482558
1993,Gulf of Mexico,Peaeus aztecus,28.4387430948711,0.248522139009262,-93.79724483094,0.606956032760544,46.2586246406761,3.89521163929331
1994,Gulf of Mexico,Peaeus aztecus,27.693416384465,0.280221459672692,-95.2408986056927,0.591719227867276,53.5417518514964,3.38062139564699
1995,Gulf of Mexico,Peaeus aztecus,27.7970125202426,0.268374579893774,-95.0023102107569,0.628995485496125,54.313620512865,3.38891834588283
1996,Gulf of Mexico,Peaeus aztecus,28.6227529410927,0.16529922528097,-93.8417187496343,0.531108852364932,47.1032139870338,3.48848553334103
1997,Gulf of Mexico,Peaeus aztecus,28.1775585362035,0.249022589821816,-94.5316671719401,0.632084814180333,50.4169194124855,3.05639882492923
1998,Gulf of Mexico,Peaeus aztecus,28.2233609303416,0.247136087022728,-94.7362926094021,0.611945581436868,50.6077334970042,3.38084433125707
1999,Gulf of Mexico,Peaeus aztecus,28.2237117601147,0.256633032896176,-94.0858106681356,0.789185765648935,50.8095528893743,2.77139342301893
2000,Gulf of Mexico,Peaeus aztecus,28.2517168296572,0.193744301402447,-94.3146674732788,0.656261376574177,50.8189416902497,2.61575327860091
2001,Gulf of Mexico,Peaeus aztecus,27.8234473002214,0.268879747076831,-95.4506167216664,0.534888697965698,48.4480581152893,3.50643720289934
2002,Gulf of Mexico,Peaeus aztecus,28.3886679338193,0.200121853785782,-94.8580691355248,0.438510163377164,48.7648677520433,3.45393565415925
2003,Gulf of Mexico,Peaeus aztecus,28.3853368393359,0.221212313407699,-93.5317875165745,0.847001173670054,50.1610913323167,2.29240845552106
2004,Gulf of Mexico,Peaeus aztecus,28.1508498731829,0.237841331892904,-94.6154598995966,0.586336887243457,52.097057795388,3.24096416981932
2005,Gulf of Mexico,Peaeus aztecus,28.3714135558209,0.197484057399398,-94.1824667751754,0.502737978365531,55.1970772680301,2.95313864210391
2006,Gulf of Mexico,Peaeus aztecus,28.5620157932472,0.177241032663763,-93.7156028451267,0.664837063038661,51.953918429086,2.87285061649901
2007,Gulf of Mexico,Peaeus aztecus,28.6354411287038,0.235240184918278,-92.8593801726633,0.845374525185043,52.9930658260684,2.35709394182081
2008,Gulf of Mexico,Peaeus aztecus,28.2954417417875,0.204749772335497,-94.3500189264975,0.599239024027123,56.3501690099025,2.45366796284362
2009,Gulf of Mexico,Peaeus aztecus,28.3639251357071,0.191280517613218,-94.2104869413303,0.492888489508156,55.2323158561687,2.7381343815839
2010,Gulf of Mexico,Peaeus aztecus,27.90260212871,0.28585544445052,-94.3967800104149,0.69544611814136,54.055806048294,3.50094635462905
2011,Gulf of Mexico,Peaeus aztecus,28.2801352006136,0.165832150005316,-94.6521997646377,0.515734220635862,54.2052690598374,2.25788593462022
2012,Gulf of Mexico,Peaeus aztecus,28.3262283323859,0.219115741748608,-93.91879309357,0.761879866012733,51.9796675031365,2.85743702799317
